TableName	Actflag	Created	Changed	BochgID	RelEventID	SecID	ISIN	EffectiveDate	OldOutValue	NewOutValue	EventType	OldOutDate	NewOutDate	Notes
BOCHG	D	2010/09/28	2012/01/18	302605		1361394	JP1050811932	2010/06/30	2000000.00000	4357200.00000	CORR	2009/03/23	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471422		1361394	JP1050811932	2009/03/24	1810000.00000	2142960.00000	CORR	2009/03/23	2009/03/23	
BOCHG	I	2012/01/18	2012/01/18	471424		1361394	JP1050811932	2009/05/22	2142960.00000	43283490.00000	CORR	2009/03/23	2009/05/22	
BOCHG	I	2012/01/18	2012/01/18	471425		1361394	JP1050811932	2010/06/30	43283490.00000	4357200.00000	CORR	2009/05/22	2010/06/30	
BOCHG	I	2014/03/20	2014/03/20	891418	1327339	1361394	JP1050811932	2014/03/20	4357200.00000		REDEM	2010/06/30	2014/03/20	
BOCHG	D	2010/09/28	2012/01/18	302606		1406338	JP1050821949	2010/06/30	2000000.00000	2023900.00000	CORR	2009/04/13	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471432		1406338	JP1050821949	2009/04/14	2000000.00000	1999757.00000	CORR	2009/04/13	2009/04/13	
BOCHG	I	2012/01/18	2012/01/18	471433		1406338	JP1050821949	2010/06/30	1999757.00000	2023900.00000	CORR	2009/04/13	2010/06/30	
BOCHG	I	2014/03/20	2014/03/20	891443	1327367	1406338	JP1050821949	2014/03/20	2023900.00000		REDEM	2010/06/30	2014/03/20	
BOCHG	D	2010/09/28	2012/01/18	302607		1468446	JP1050831963	2010/06/30	2000000.00000	2234200.00000	CORR	2009/06/22	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471434		1468446	JP1050831963	2009/06/23	2000000.00000	2209045.00000	CORR	2009/06/22	2009/06/22	
BOCHG	I	2012/01/18	2012/01/18	471435		1468446	JP1050831963	2010/06/30	2209045.00000	2234200.00000	CORR	2009/06/22	2010/06/30	
BOCHG	I	2014/04/15	2014/04/15	906231		1468446	JP1050831963	2014/03/31	2234200.00000	2234231.20000	CORR	2010/06/30	2014/03/31	
BOCHG	I	2014/06/20	2014/06/20	942493	1383853	1468446	JP1050831963	2014/06/20	2234231.20000		REDEM	2014/03/31	2014/06/20	
BOCHG	I	2012/01/18	2012/01/18	471436		1506545	JP1050841970	2009/07/23	5310500.00000	2639132.00000	CORR	2010/06/30	2009/07/22	
BOCHG	I	2012/01/18	2012/01/18	471437		1506545	JP1050841970	2009/08/21	2639132.00000	5280867.00000	CORR	2009/07/22	2009/08/21	
BOCHG	I	2012/01/18	2012/01/18	471438		1506545	JP1050841970	2010/06/30	5280867.00000	5310500.00000	CORR	2009/08/21	2010/06/30	
BOCHG	I	2013/11/28	2013/11/28	834830		1506545	JP1050841970	2013/10/31	5310500.00000	5284400.00000	CORR	2010/06/30	2013/10/31	
BOCHG	I	2014/04/15	2014/04/15	906232		1506545	JP1050841970	2014/03/31	5284400.00000	5284362.95000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2014/06/20	2014/06/20	942549	1383912	1506545	JP1050841970	2014/06/20	5284362.95000		REDEM	2014/03/31	2014/06/20	
BOCHG	D	2010/09/28	2012/01/18	302613		1589132	JP1050851995	2010/06/30	2185700.00000	5399700.00000	CORR	2009/11/18	2010/06/30	
BOCHG	D	2012/01/18	2012/01/18	471446		1589132	JP1050851995	2010/06/30	2185700.00000	5399700.00000	CORR	2009/11/18	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471448		1589132	JP1050851995	2009/10/21	2185700.00000	2625752.00000	CORR	2009/11/18	2009/10/20	
BOCHG	I	2012/01/18	2012/01/18	471449		1589132	JP1050851995	2009/11/17	2625752.00000	5370209.00000	CORR	2009/10/20	2009/11/17	
BOCHG	I	2012/01/18	2012/01/18	471451		1589132	JP1050851995	2010/06/30	5370209.00000	5399700.00000	CORR	2009/11/17	2010/06/30	
BOCHG	I	2014/04/15	2014/04/15	906233		1589132	JP1050851995	2014/03/31	5399700.00000	5399685.00000	CORR	2010/06/30	2014/03/31	
BOCHG	I	2014/09/20	2014/09/20	996500	1448439	1589132	JP1050851995	2014/09/20	5399685.00000		REDEM	2014/03/31	2014/09/20	
BOCHG	D	2010/09/28	2012/01/18	302614		1630248	JP10508619A9	2010/06/30	2300000.00000	2313800.00000	CORR	2009/10/20	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471456		1630248	JP10508619A9	2009/10/21	2300000.00000	2299338.00000	CORR	2009/10/20	2009/10/20	
BOCHG	I	2012/01/18	2012/01/18	471458		1630248	JP10508619A9	2010/06/30	2299338.00000	2313800.00000	CORR	2009/10/20	2010/06/30	
BOCHG	I	2014/04/16	2014/04/16	906708		1630248	JP10508619A9	2014/03/31	2313800.00000	2313791.05000	CORR	2010/06/30	2014/03/31	
BOCHG	I	2014/09/20	2014/09/20	996502	1448441	1630248	JP10508619A9	2014/09/20	2313791.05000		REDEM	2014/03/31	2014/09/20	
BOCHG	D	2010/02/19	2012/01/18	220717		1696070	JP10508719C3	2010/02/19	6374400.00000	2203100.00000	CORR	2009/12/21	2010/02/19	Auction Result
BOCHG	D	2010/09/28	2012/01/18	302617		1696070	JP10508719C3	2010/06/30	2203100.00000	7725900.00000	CORR	2010/02/19	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471462		1696070	JP10508719C3	2009/12/22	6374400.00000	2399567.00000	CORR	2009/12/21	2009/12/21	
BOCHG	I	2012/01/18	2012/01/18	471463		1696070	JP10508719C3	2010/01/22	2399567.00000	4958597.00000	CORR	2009/12/21	2010/01/22	
BOCHG	I	2012/01/18	2012/01/18	471465		1696070	JP10508719C3	2010/02/19	4958597.00000	7700587.00000	CORR	2010/01/22	2010/02/19	
BOCHG	I	2012/01/18	2012/01/18	471466		1696070	JP10508719C3	2010/06/30	7700587.00000	7725900.00000	CORR	2010/02/19	2010/06/30	
BOCHG	I	2013/11/28	2013/11/28	834831		1696070	JP10508719C3	2013/10/31	7725900.00000	7341800.00000	CORR	2010/06/30	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906718		1696070	JP10508719C3	2014/03/31	7341800.00000	7341846.40000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2014/12/20	2014/12/22	1049837	1507003	1696070	JP10508719C3	2014/12/20	7341846.40000		REDEM	2014/03/31	2014/12/20	
BOCHG	I	2012/01/18	2012/01/18	471471		1838090	JP1050881A37	2010/03/24	7707500.00000	2398986.00000	CORR	2010/06/30	2010/03/23	
BOCHG	I	2012/01/18	2012/01/18	471472		1838090	JP1050881A37	2010/04/20	2398986.00000	5032570.00000	CORR	2010/03/23	2010/04/20	
BOCHG	I	2012/01/18	2012/01/18	471473		1838090	JP1050881A37	2010/05/21	5032570.00000	7677531.00000	CORR	2010/04/20	2010/05/21	
BOCHG	D	2012/01/18	2012/01/18	471475		1838090	JP1050881A37	2010/06/30	7677531.00000	7707500.00000	CORR	2010/05/21	2010/06/30	
BOCHG	I	2012/01/18	2012/01/18	471476		1838090	JP1050881A37	2010/06/30	7677531.00000	7707500.00000	CORR	2010/05/21	2010/06/30	
BOCHG	I	2014/04/16	2014/04/16	906722		1838090	JP1050881A37	2014/03/31	7707500.00000	7707460.50000	CORR	2010/06/30	2014/03/31	
BOCHG	I	2015/03/20	2015/03/20	1107815	1570732	1838090	JP1050881A37	2015/03/20	7707460.50000		REDEM	2014/03/31	2015/03/20	
BOCHG	I	2010/06/19	2010/06/19	262059		1974421	JP1050891A68	2010/06/18	2211700.00000	2400000.00000	CORR	2010/06/21	2010/06/21	
BOCHG	D	2010/07/17	2010/09/28	272041		1974421	JP1050891A68	2010/07/16	2400000.00000	2402202.40000	CORR	2010/06/21	2010/07/16	
BOCHG	D	2010/09/28	2012/01/18	302656		1974421	JP1050891A68	2010/07/16	2400000.00000	4798883.00000	CORR	2010/06/21	2010/07/16	
BOCHG	I	2012/01/18	2012/01/18	471489		1974421	JP1050891A68	2010/06/22	2400000.00000	2555610.00000	CORR	2010/06/21	2010/06/21	
BOCHG	I	2012/01/18	2012/01/18	471490		1974421	JP1050891A68	2010/07/16	2555610.00000	4954493.00000	CORR	2010/06/21	2010/07/16	
BOCHG	I	2013/11/28	2013/11/28	834832		1974421	JP1050891A68	2013/10/31	4954493.00000	4969400.00000	CORR	2010/07/16	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906723		1974421	JP1050891A68	2014/03/31	4969400.00000	4969371.10000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/28	2013/11/28	834833		2067684	JP1050901A82	2013/10/31	2749660.00000	2655000.00000	CORR	2010/08/16	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906725		2067684	JP1050901A82	2014/03/31	2655000.00000	2654995.55000	CORR	2013/10/31	2014/03/31	
BOCHG	U	2010/12/27	2010/12/27	329904		2111058	JP1050911A98	2010/09/22	2396800.00000	2400000.00000	CORR	2010/09/21	2010/09/21	
BOCHG	I	2011/12/14	2011/12/14	458457		2111058	JP1050911A98	2010/09/23	2400000.00000	2399530.00000	CORR	2010/09/21	2010/09/21	
BOCHG	I	2013/11/28	2013/11/28	834834		2111058	JP1050911A98	2013/10/31	2399530.00000	2413600.00000	CORR	2010/09/21	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906727		2111058	JP1050911A98	2014/03/31	2413600.00000	2413556.65000	CORR	2013/10/31	2014/03/31	
BOCHG	D	2010/11/19	2012/01/20	318143		2177659	JP1050921AA2	2010/11/16	2210268.00000	4609375.00000	CORR	2010/10/22	2010/11/16	
BOCHG	I	2012/01/20	2012/01/20	472313		2177659	JP1050921AA2	2010/10/23	2210268.00000	2409484.00000	CORR	2010/10/22	2010/10/22	
BOCHG	I	2012/01/20	2012/01/20	472314		2177659	JP1050921AA2	2010/11/16	2409484.00000	4808591.00000	CORR	2010/10/22	2010/11/16	
BOCHG	I	2013/11/28	2013/11/28	834835		2177659	JP1050921AA2	2013/10/31	4808591.00000	4671600.00000	CORR	2010/11/16	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906729		2177659	JP1050921AA2	2014/03/31	4671600.00000	4671625.50000	CORR	2013/10/31	2014/03/31	
BOCHG	D	2011/12/14	2012/01/20	458459		2335987	JP1050931AC7	2011/01/22	2399130.00000	2747930.00000	CORR	2011/01/21	2011/01/21	
BOCHG	D	2012/01/20	2012/01/20	472319		2335987	JP1050931AC7	2011/01/22	2399130.00000	2747930.00000	CORR	2011/01/21	2010/12/20	
BOCHG	I	2012/01/20	2012/01/20	472325		2335987	JP1050931AC7	2010/12/21	2399130.00000	2747930.00000	CORR	2011/01/21	2010/12/20	
BOCHG	I	2012/01/20	2012/01/20	472326		2335987	JP1050931AC7	2011/01/21	2747930.00000	5147060.00000	CORR	2010/12/20	2011/01/21	
BOCHG	I	2013/11/28	2013/11/28	834836		2335987	JP1050931AC7	2013/10/31	5147060.00000	5194900.00000	CORR	2011/01/21	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906730		2335987	JP1050931AC7	2014/03/31	5194900.00000	5194868.45000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/29	2013/11/29	835475		2454377	JP1050941B26	2013/10/31	2399414.00000	2406600.00000	CORR	2011/02/21	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906731		2454377	JP1050941B26	2014/03/31	2406600.00000	2406624.80000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836100		2519467	JP1050951B31	2013/10/31	2420669.00000	2436500.00000	CORR	2011/03/22	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906732		2519467	JP1050951B31	2014/03/31	2436500.00000	2436473.10000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836101		2615509	JP1050961B47	2013/10/31	2413551.00000	4834100.00000	CORR	2011/04/19	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906733		2615509	JP1050961B47	2014/03/31	4834100.00000	4834074.45000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2011/07/20	2011/07/20	404193		2768108	JP1050971B60	2011/07/20	2399019.00000	5155456.00000	CORR	2011/06/20	2011/07/20	
BOCHG	I	2013/11/30	2013/11/30	836102		2768108	JP1050971B60	2013/10/31	5155456.00000	5074200.00000	CORR	2011/07/20	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906734		2768108	JP1050971B60	2014/03/31	5074200.00000	5074228.70000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836105		2959158	JP1050981B84	2013/10/31	2399188.00000	2403500.00000	CORR	2011/08/16	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906735		2959158	JP1050981B84	2014/03/31	2403500.00000	2403458.75000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836107		3089017	JP1050991B90	2013/10/31	2660880.00000	5077400.00000	CORR	2011/09/20	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906736		3089017	JP1050991B90	2014/03/31	5077400.00000	5077381.20000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2014/04/18	2014/04/18	907708		3291818	JP1051001BB8	2014/03/31	2339109.00000	2734687.10000	CORR	2011/11/18	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836113		3367521	JP1051011BC5	2013/10/31	2853256.00000	2860400.00000	CORR	2011/12/20	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906737		3367521	JP1051011BC5	2014/03/31	2860400.00000	2860407.35000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2012/02/21	2012/02/21	485144		3482496	JP1051021C18	2012/02/21	2831396.00000	5433550.00000	CORR	2012/01/24	2012/02/21	
BOCHG	I	2013/11/30	2013/11/30	836114		3482496	JP1051021C18	2013/10/31	5433550.00000	5434400.00000	CORR	2012/02/21	2013/10/31	
BOCHG	I	2014/04/18	2014/04/18	907709		3482496	JP1051021C18	2014/03/31	5434400.00000	5234400.90000	CORR	2013/10/31	2014/03/31	
BOCHG	D	2012/04/27	2012/04/27	514451		3628878	JP1051031C32	2012/04/24	2499084.00000	4778284.00000	CORR	2012/03/21	2012/04/24	
BOCHG	I	2012/04/27	2012/04/27	514476		3628878	JP1051031C32	2012/04/20	2499084.00000	4778284.00000	CORR	2012/03/21	2012/04/20	
BOCHG	I	2013/11/30	2013/11/30	836115		3628878	JP1051031C32	2013/10/31	4778284.00000	5388500.00000	CORR	2012/04/20	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906739		3628878	JP1051031C32	2014/03/31	5388500.00000	5388499.50000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836117		3815056	JP1051041C55	2013/10/31	2499192.00000	2502300.00000	CORR	2012/05/21	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906740		3815056	JP1051041C55	2014/03/31	2502300.00000	2502283.10000	CORR	2013/10/31	2014/03/31	
BOCHG	D	2012/08/23	2012/08/24	606952		3855965	JP1051051C60	2012/08/23	2498725.00000	4997791.00000	CORR	2012/06/20	2012/08/23	
BOCHG	I	2012/08/24	2012/08/24	607466		3855965	JP1051051C60	2012/07/23	2498725.00000	5350163.00000	CORR	2012/06/20	2012/07/23	
BOCHG	I	2012/08/24	2012/08/24	607468		3855965	JP1051051C60	2012/08/23	5350163.00000	8222729.00000	CORR	2012/07/23	2012/08/23	
BOCHG	I	2013/11/30	2013/11/30	836118		3855965	JP1051051C60	2013/10/31	8222729.00000	8239300.00000	CORR	2012/08/23	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906741		3855965	JP1051051C60	2014/03/31	8239300.00000	8239306.85000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2012/10/18	2012/10/18	631370		3900072	JP1051061C92	2012/10/18	2642132.00000	5497397.00000	CORR	2012/09/20	2012/10/18	
BOCHG	D	2012/11/16	2012/11/19	643842		3900072	JP1051061C92	2012/11/13	5497397.00000	8366225.00000	CORR	2012/10/18	2012/11/13	
BOCHG	I	2012/11/19	2012/11/19	644429		3900072	JP1051061C92	2012/11/15	5497397.00000	8366225.00000	CLEAN	2012/10/18	2012/11/15	
BOCHG	I	2013/11/30	2013/11/30	836119		3900072	JP1051061C92	2013/10/31	8366225.00000	8383300.00000	CORR	2012/11/15	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906742		3900072	JP1051061C92	2014/03/31	8383300.00000	8383303.25000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/01/22	2013/01/22	677938		3949528	JP1051071CC7	2013/01/18	2499095.00000	4998103.00000	CORR	2012/12/20	2013/01/18	
BOCHG	I	2013/11/30	2013/11/30	836120		3949528	JP1051071CC7	2013/10/31	4998103.00000	5007200.00000	CORR	2013/01/18	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906743		3949528	JP1051071CC7	2014/03/31	5007200.00000	5007224.15000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836121		3985646	JP1051081D22	2013/10/31	2698913.00000	2700500.00000	CORR	2013/02/21	2013/10/31	
BOCHG	I	2014/04/16	2014/04/16	906744		3985646	JP1051081D22	2014/03/31	2700500.00000	2700453.55000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836122		3999321	JP1051091D38	2013/10/31	2698890.00000	2704800.00000	CORR	2013/03/21	2013/10/31	
BOCHG	I	2014/05/08	2014/05/08	917260		3999321	JP1051091D38	2014/03/31	2704800.00000	2704751.85000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836123		4020120	JP1051101D44	2013/10/31	2913030.00000	2918900.00000	CORR	2013/04/18	2013/10/31	
BOCHG	I	2014/05/07	2014/05/07	916688		4020120	JP1051101D44	2014/04/22	2918900.00000	2918939.25000	CORR	2013/10/31	2014/04/22	
BOCHG	I	2014/05/08	2014/05/08	917265		4040862	JP1051111D59	2014/03/31	3101970.00000	3107390.30000	CORR	2013/05/20	2014/03/31	
BOCHG	I	2013/11/30	2013/11/30	836124		4061005	JP1051121D65	2013/10/31	3101167.00000	3110400.00000	CORR	2013/06/20	2013/10/31	
BOCHG	I	2014/05/08	2014/05/08	917275		4061005	JP1051121D65	2014/03/31	3110400.00000	3110380.85000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2013/08/14	2013/08/14	784145		4079103	JP1051131D71	2013/08/15	3101753.00000	6204449.00000	REISS	2013/07/19	2013/08/15	
BOCHG	I	2013/11/30	2013/11/30	836126		4079103	JP1051131D71	2013/10/31	6204449.00000	6217000.00000	CORR	2013/08/15	2013/10/31	
BOCHG	I	2014/05/08	2014/05/08	917276		4079103	JP1051131D71	2014/03/31	6217000.00000	6217001.65000	CORR	2013/10/31	2014/03/31	
BOCHG	I	2014/03/31	2014/03/31	898354		4107811	JP1051141D95	2014/02/28	2723710.00000	2729700.00000	CORR	2013/09/20	2014/02/28	
BOCHG	I	2014/05/08	2014/05/08	917277		4107811	JP1051141D95	2014/03/31	2729700.00000	2729680.90000	CORR	2014/02/28	2014/03/31	
BOCHG	I	2013/11/15	2013/11/15	828305		4128360	JP1051151DA9	2013/11/14	3102426.00000	5801306.00000	REISS	2013/10/18	2013/11/14	
BOCHG	I	2014/03/31	2014/03/31	898361		4128360	JP1051151DA9	2014/02/28	5801306.00000	5811300.00000	CORR	2013/11/14	2014/02/28	
BOCHG	I	2014/05/08	2014/05/08	917279		4128360	JP1051151DA9	2014/03/31	5811300.00000	5811334.65000	CORR	2014/02/28	2014/03/31	
BOCHG	I	2014/01/22	2014/01/22	863033		4159924	JP1051161DC4	2014/01/23	2706290.00000	5405526.00000	REISS	2013/12/20	2014/01/23	
BOCHG	I	2014/02/18	2014/02/18	876547		4159924	JP1051161DC4	2014/02/18	5405526.00000	8205039.00000	REISS	2014/01/23	2014/02/18	
BOCHG	I	2014/03/31	2014/03/31	898364		4159924	JP1051161DC4	2014/02/28	8205039.00000	8213000.00000	CORR	2014/02/18	2014/02/28	
BOCHG	I	2014/05/08	2014/05/08	917282		4159924	JP1051161DC4	2014/03/31	8213000.00000	8214897.75000	CORR	2014/02/28	2014/03/31	
BOCHG	I	2014/04/16	2014/04/16	906672		4223343	JP1051171E30	2014/04/17	3100192.00000	6190445.00000	REISS	2014/03/20	2014/04/17	
BOCHG	I	2014/05/16	2014/05/16	921620		4223343	JP1051171E30	2014/05/19	6190445.00000	9293345.00000	REISS	2014/04/17	2014/05/19	
BOCHG	I	2014/05/23	2014/05/23	925431		4223343	JP1051171E30	2014/05/22	9293345.00000	9298792.35000	CORR	2014/05/19	2014/05/22	
BOCHG	I	2014/06/26	2014/06/26	946365		4223343	JP1051171E30	2014/06/24	9298792.35000	9301522.20000	CORR	2014/05/22	2014/06/24	
BOCHG	I	2014/08/06	2014/08/06	973287		4223343	JP1051171E30	2014/08/05	9301522.20000	9303615.75000	CORR	2014/06/24	2014/08/05	
BOCHG	I	2014/08/15	2014/08/15	978393		4288210	JP1051181E61	2014/08/18	2832616.00000	5591126.00000	REISS	2014/06/20	2014/08/18	
BOCHG	I	2014/09/27	2014/09/27	1000026		4288210	JP1051181E61	2014/08/21	5591126.00000	5596828.50000	CORR	2014/08/18	2014/08/21	
BOCHG	I	2014/10/17	2014/10/17	1011582		4288210	JP1051181E61	2014/10/16	5596828.50000	5598678.00000	CORR	2014/08/21	2014/10/16	
BOCHG	I	2014/09/27	2014/09/27	1000041		4313041	JP1051191E77	2014/09/25	2698668.00000	2700842.75000	CORR	2014/07/23	2014/09/25	
BOCHG	I	2014/11/14	2014/11/14	1027100		4345920	JP1051201E91	2014/11/17	2699175.00000	5680255.00000	REISS	2014/09/22	2014/11/17	
BOCHG	I	2015/02/17	2015/02/17	1086370		4345920	JP1051201E91	2015/01/27	5680255.00000	5687899.60000	CORR	2014/11/17	2015/01/27	
BOCHG	I	2015/02/27	2015/02/27	1093569		4368429	JP1051211EA9	2014/12/19	2997938.00000	2999816.30000	CORR	2014/10/21	2014/12/19	
BOCHG	I	2015/01/21	2015/01/21	1069342		4408954	JP1051221EC4	2015/01/22	3103295.00000	6159315.00000	REISS	2014/12/22	2015/01/22	
BOCHG	I	2015/02/14	2015/02/16	1084667		4408954	JP1051221EC4	2015/02/17	6159315.00000	8858975.00000	REISS	2015/01/22	2015/02/17	
BOCHG	I	2015/02/20	2015/02/20	1088431		4408954	JP1051221EC4	2015/02/19	8858975.00000	8860869.90000	CORR	2015/02/17	2015/02/19	
BOCHG	I	2008/05/22	2008/05/22	65175		191764	JP11023511C8	2001/12/21	5738700.00000	1700.00000	CORR	2001/12/20	2001/12/20	
BOCHG	I	2009/10/21	2009/10/21	188568		191764	JP11023511C8	2009/10/21	1700.00000	5738700.00000	CORR	2001/12/20	2009/10/21	
BOCHG	I	2011/12/20	2011/12/20	460810		191764	JP11023511C8	2011/12/20	5738700.00000		REDEM	2009/10/21	2011/12/20	
BOCHG	I	2008/05/22	2008/05/22	65179		191814	JP1102361225	2002/02/21	2863600.00000	1700.00000	CORR	2002/02/20	2002/02/20	
BOCHG	I	2009/10/21	2009/10/21	188411		191814	JP1102361225	2009/10/21	1700.00000	2863600.00000	CORR	2002/02/20	2009/10/21	
BOCHG	I	2011/12/20	2011/12/20	460811		191814	JP1102361225	2011/12/20	2863600.00000		REDEM	2009/10/21	2011/12/20	
BOCHG	I	2004/10/30	2004/10/30	746		191825	JP1102371232	2004/08/30	545500.00000	5455400.00000				
BOCHG	I	2004/10/30	2004/10/30	748		191825	JP1102371232	2004/08/31	5455400.00000	5455000.00000				
BOCHG	D	2008/05/22	2012/01/06	65182		191825	JP1102371232	2008/05/16	5455000.00000	1700.00000	CORR	2004/08/31	2008/05/16	
BOCHG	D	2009/10/08	2012/01/06	185142		191825	JP1102371232	2009/10/08	1700.00000	5455400.00000	CORR	2008/05/16	2009/10/08	
BOCHG	I	2012/01/06	2012/01/06	466732		191825	JP1102371232	2004/09/01	5455000.00000	1019908.00000	CORR	2004/08/31	2002/03/20	
BOCHG	I	2012/01/06	2012/01/06	466735		191825	JP1102371232	2004/09/02	1019908.00000	2139763.00000	CORR	2002/03/20	2002/04/22	
BOCHG	I	2012/03/20	2012/03/20	496627		191825	JP1102371232	2012/03/20	2139763.00000		REDEM	2002/04/22	2012/03/20	
BOCHG	D	2008/05/22	2011/11/17	65183		191964	JP1102381256	2002/05/21	2592000.00000	1800.00000	CORR	2002/05/20	2002/05/20	
BOCHG	D	2009/10/21	2011/11/17	188421		191964	JP1102381256	2002/05/22	1800.00000	1800000.00000	CORR	2002/05/20	2002/05/20	
BOCHG	I	2011/11/17	2011/11/17	447532		191964	JP1102381256	2002/05/21	2592000.00000	1349870.00000	CORR	2002/05/20	2002/05/20	
BOCHG	I	2012/03/20	2012/03/20	496628		191964	JP1102381256	2012/03/20	1349870.00000		REDEM	2002/05/20	2012/03/20	
BOCHG	I	2008/05/22	2008/05/22	65187		191829	JP1102391263	2002/06/21	2591700.00000	1800.00000	CORR	2002/06/20	2002/06/20	
BOCHG	I	2009/10/21	2009/10/21	188409		191829	JP1102391263	2002/06/22	1800.00000	1800000.00000	CORR	2002/06/20	2002/06/20	
BOCHG	U	2011/01/12	2011/01/12	335078		191829	JP1102391263	2002/06/23	1800000.00000	1349884.00000	CORR	2002/06/20	2002/06/20	
BOCHG	I	2012/06/20	2012/06/20	544344		191829	JP1102391263	2012/06/20	1349884.00000		REDEM	2002/06/20	2012/06/20	
BOCHG	I	2004/10/30	2004/10/30	749		191834	JP1102401278	2004/06/30	5167400.00000	5167000.00000				
BOCHG	I	2008/05/22	2008/05/22	65191		191834	JP1102401278	2008/05/16	5167000.00000	1800.00000	CORR	2004/06/30	2002/07/22	
BOCHG	I	2009/10/08	2009/10/08	185145		191834	JP1102401278	2008/05/17	1800.00000	1800000.00000	CORR	2002/07/22	2002/07/22	
BOCHG	U	2011/01/12	2011/01/12	335081		191834	JP1102401278	2008/05/18	1800000.00000	1349884.00000	CORR	2002/07/22	2002/07/22	
BOCHG	U	2011/01/12	2011/01/12	335083		191834	JP1102401278	2008/05/19	1349884.00000	2699732.00000	CORR	2002/07/22	2002/08/20	
BOCHG	I	2012/06/20	2012/06/20	544345		191834	JP1102401278	2012/06/20	2699732.00000		REDEM	2002/08/20	2012/06/20	
BOCHG	I	2004/10/30	2004/10/30	750		191838	JP1102411293	2004/06/30	2582200.00000	2582000.00000				
BOCHG	D	2008/05/22	2009/10/21	65194		191838	JP1102411293	2008/05/16	2582000.00000	1800.00000	CORR	2004/06/30	2002/09/20	
BOCHG	D	2009/10/21	2012/01/06	188427		191838	JP1102411293	2009/10/21	2582000.00000	2582200.00000	CORR	2004/06/30	2009/10/21	
BOCHG	I	2012/01/06	2012/01/06	466746		191838	JP1102411293	2004/07/01	2582000.00000	1349905.00000	CORR	2004/06/30	2002/09/20	
BOCHG	I	2012/09/20	2012/09/20	618092		191838	JP1102411293	2012/09/20	1349905.00000		REDEM	2002/09/20	2012/09/20	
BOCHG	D	2008/05/22	2012/01/06	65196		191864	JP11024212A6	2002/10/22	2583500.00000	1799.99800	CORR	2002/10/21	2008/05/16	
BOCHG	D	2009/10/21	2012/01/06	188418		191864	JP11024212A6	2002/10/23	1799.99800	1799998.00000	CORR	2008/05/16	2008/05/16	
BOCHG	I	2012/01/06	2012/01/06	466759		191864	JP11024212A6	2002/10/22	2583500.00000	1206309.00000	CORR	2002/10/21	2002/10/21	
BOCHG	I	2012/01/06	2012/01/06	466760		191864	JP11024212A6	2008/05/16	1206309.00000	1799998.00000	CORR	2002/10/21	2008/05/16	
BOCHG	I	2012/09/20	2012/09/20	618093		191864	JP11024212A6	2012/09/20	1799998.00000		REDEM	2008/05/16	2012/09/20	
